time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),sunshine_duration (s),precipitation_hours (h)
2014-11-06,51,10.7,7.7,0.50,14.5,26.6,5800.70,4.0
2014-11-07,51,10.6,6.8,0.70,12.1,22.3,27032.08,3.0
2014-11-08,51,12.3,5.1,0.70,12.7,32.0,23403.34,3.0
2014-11-09,3,9.0,4.4,0.00,18.7,36.0,5846.71,0.0
2014-11-10,51,10.6,5.4,0.50,11.3,20.9,16326.12,3.0
2014-11-11,3,11.6,3.8,0.00,16.1,29.2,4965.67,0.0
2014-11-12,3,14.5,8.9,0.00,14.8,30.6,20475.40,0.0
2014-11-13,3,12.3,9.9,0.00,5.5,13.7,0.00,0.0
2014-11-14,3,12.5,8.4,0.00,20.5,38.2,22380.57,0.0
2014-11-15,3,12.5,8.6,0.00,20.4,37.4,267.90,0.0
2014-11-16,51,11.7,6.6,0.30,18.5,36.7,0.00,2.0
2014-11-17,3,11.1,2.9,0.00,14.1,27.7,23204.55,0.0
2014-11-18,3,8.5,5.2,0.00,19.6,39.2,0.00,0.0
2014-11-19,51,5.1,4.2,0.90,14.3,29.5,0.00,5.0
2014-11-20,51,5.5,4.0,0.20,9.2,13.7,0.00,2.0
2014-11-21,3,7.1,4.4,0.00,6.8,14.4,12655.43,0.0
2014-11-22,53,6.4,3.7,0.90,16.2,29.5,6991.05,3.0
2014-11-23,3,8.3,3.0,0.00,18.2,33.1,24146.67,0.0
2014-11-24,53,9.1,4.1,3.30,18.7,32.0,5453.04,8.0
2014-11-25,3,5.8,0.5,0.00,11.4,20.2,8960.70,0.0
2014-11-26,3,5.8,3.1,0.00,15.5,30.2,0.00,0.0
2014-11-27,3,4.9,0.7,0.00,20.9,44.3,20562.74,0.0
2014-11-28,3,2.5,-0.0,0.00,22.0,47.2,2419.44,0.0
2014-11-29,3,0.6,-2.4,0.00,22.1,46.8,22538.41,0.0
2014-11-30,3,0.2,-2.6,0.00,21.1,41.0,19695.69,0.0
2014-12-01,1,-1.0,-4.2,0.00,23.5,46.8,23103.23,0.0
2014-12-02,3,-0.9,-4.8,0.00,16.6,33.8,23142.28,0.0
2014-12-03,3,-0.1,-2.1,0.00,11.9,20.2,0.00,0.0
2014-12-04,3,4.4,-0.5,0.00,17.5,33.8,8955.59,0.0
2014-12-05,51,3.3,1.5,0.40,12.2,26.3,0.00,2.0
2014-12-06,3,4.5,1.6,0.00,8.8,20.5,1242.41,0.0
2014-12-07,53,3.6,1.1,0.70,17.4,34.9,0.00,2.0
2014-12-08,53,4.6,-1.5,2.20,18.7,38.2,21741.72,4.0
2014-12-09,3,2.8,-2.1,0.00,14.3,25.2,19768.11,0.0
2014-12-10,73,3.4,-0.4,1.90,25.9,50.4,0.00,5.0
2014-12-11,53,4.8,1.4,4.10,24.6,54.0,1505.23,10.0
2014-12-12,61,9.5,2.3,5.20,32.1,61.9,0.00,11.0
2014-12-13,53,6.5,3.5,0.50,22.1,48.2,0.00,1.0
2014-12-14,3,5.1,0.9,0.00,10.8,20.9,3137.52,0.0
2014-12-15,51,6.2,2.9,1.00,18.2,37.8,14823.10,4.0
2014-12-16,51,6.0,3.2,0.20,17.4,33.8,3695.88,2.0
2014-12-17,53,4.6,0.6,1.40,18.1,39.2,1836.45,4.0
2014-12-18,53,11.4,5.6,3.10,26.9,50.4,0.00,6.0
2014-12-19,55,11.3,5.5,8.90,28.2,58.0,0.00,16.0
2014-12-20,53,6.6,3.7,3.30,31.7,71.6,969.00,9.0
2014-12-21,51,6.7,3.9,1.50,27.3,60.8,15434.31,6.0
2014-12-22,53,10.4,6.8,6.30,36.0,69.1,0.00,21.0
2014-12-23,53,10.8,9.6,5.10,31.8,60.8,0.00,14.0
2014-12-24,53,10.2,4.8,3.20,28.4,63.7,0.00,10.0
2014-12-25,53,5.7,1.0,2.20,32.0,59.8,11219.83,9.0
2014-12-26,73,0.8,-2.7,1.90,13.8,32.4,19590.94,8.0
2014-12-27,3,-1.9,-5.2,0.00,19.8,38.2,15645.77,0.0
2014-12-28,3,-1.6,-7.0,0.00,16.9,30.2,21816.95,0.0
2014-12-29,75,-1.8,-6.0,3.80,13.3,22.7,16022.77,6.0
2014-12-30,71,0.8,-5.1,0.90,12.4,20.9,1943.94,6.0
2014-12-31,51,4.0,0.8,0.60,14.2,25.2,0.00,3.0
2015-01-01,3,4.4,0.9,0.00,20.4,38.5,20348.68,0.0
2015-01-02,53,7.5,1.6,2.40,30.5,67.3,1502.08,5.0
2015-01-03,51,5.1,2.9,0.20,30.3,56.2,0.00,1.0
2015-01-04,3,4.2,1.1,0.00,25.4,54.4,22159.45,0.0
2015-01-05,71,3.7,1.1,5.50,26.2,49.7,0.00,17.0
2015-01-06,3,2.5,-0.5,0.00,19.4,36.4,0.00,0.0
2015-01-07,73,4.7,-0.1,1.70,17.4,33.8,0.00,5.0
2015-01-08,71,6.4,0.8,10.60,25.2,47.9,0.00,12.0
2015-01-09,55,8.1,4.3,3.10,41.8,101.9,0.00,6.0
2015-01-10,61,11.6,4.8,5.20,38.8,87.5,0.00,9.0
2015-01-11,53,4.4,2.1,2.20,33.2,73.8,16266.30,8.0
2015-01-12,53,7.4,2.0,3.30,28.2,54.7,0.00,13.0
2015-01-13,51,11.2,7.6,0.80,27.3,52.6,9592.22,4.0
2015-01-14,53,8.0,2.7,2.70,26.4,59.0,17374.69,7.0
2015-01-15,53,9.0,0.1,1.70,26.3,49.3,0.00,5.0
2015-01-16,53,9.3,4.8,2.10,24.2,47.2,18939.12,7.0
2015-01-17,55,4.8,-2.5,4.60,17.3,31.0,277.36,6.0
2015-01-18,3,3.0,-2.9,0.00,12.2,30.2,24473.39,0.0
2015-01-19,3,2.9,-3.6,0.00,12.3,21.6,16564.00,0.0
2015-01-20,73,2.4,-0.5,2.30,12.9,20.5,819.57,11.0
2015-01-21,71,1.4,-1.3,0.00,9.0,19.1,7076.48,0.0
2015-01-22,71,0.9,-1.3,0.60,16.3,32.4,1193.43,5.0
2015-01-23,71,1.7,-1.3,0.30,13.1,27.7,0.00,3.0
2015-01-24,71,0.5,-1.4,0.40,14.3,28.8,773.94,2.0
2015-01-25,71,3.4,-1.5,0.20,15.6,31.3,15565.40,1.0
2015-01-26,73,4.3,0.2,5.60,18.9,35.6,4796.95,8.0
2015-01-27,53,4.5,-0.2,3.00,24.7,45.4,12537.47,11.0
2015-01-28,71,4.7,-1.2,3.60,27.7,53.6,5166.81,4.0
2015-01-29,73,2.9,0.2,1.80,25.0,53.3,20323.70,8.0
2015-01-30,73,2.9,-1.0,5.20,16.9,33.8,0.00,16.0
2015-01-31,73,1.0,-0.8,1.90,18.8,33.1,3271.49,9.0
2015-02-01,71,1.8,-0.5,0.10,16.9,32.8,0.00,1.0
2015-02-02,71,2.8,-1.5,0.20,21.0,40.0,27248.50,2.0
2015-02-03,73,1.1,-3.4,1.20,14.4,31.0,0.00,7.0
2015-02-04,71,0.2,-4.8,0.00,12.2,22.0,9485.28,0.0
2015-02-05,3,-0.4,-6.6,0.00,13.4,25.2,8992.02,0.0
2015-02-06,3,-0.9,-4.6,0.00,12.9,28.8,25773.59,0.0
2015-02-07,51,2.9,-8.2,0.40,26.1,60.1,12984.37,2.0
2015-02-08,3,2.4,-1.3,0.00,27.5,59.8,29635.84,0.0
2015-02-09,71,5.4,-0.3,0.70,23.2,44.3,0.00,4.0
2015-02-10,3,5.3,3.4,0.00,16.6,33.5,0.00,0.0
2015-02-11,3,4.4,2.0,0.00,9.4,18.7,0.00,0.0
2015-02-12,2,6.1,-2.5,0.00,8.7,19.8,30618.54,0.0
2015-02-13,1,4.5,-3.4,0.00,10.0,23.4,30869.85,0.0
2015-02-14,0,4.9,-3.8,0.00,10.1,20.2,31122.91,0.0
2015-02-15,2,6.7,-3.2,0.00,19.5,36.4,31337.71,0.0
2015-02-16,3,4.7,-1.3,0.00,23.3,45.4,26643.30,0.0
2015-02-17,3,5.8,-2.1,0.00,15.3,30.2,31595.31,0.0
2015-02-18,3,5.8,0.2,0.00,13.6,28.4,25422.95,0.0
2015-02-19,3,6.2,-0.9,0.00,15.0,31.7,31833.34,0.0
2015-02-20,2,8.1,-2.4,0.00,18.9,39.6,30550.30,0.0
2015-02-21,3,10.0,-0.3,0.00,28.1,52.9,23158.76,0.0
2015-02-22,3,5.2,-0.7,0.00,12.5,24.8,16308.48,0.0
2015-02-23,53,4.7,0.0,3.60,21.8,42.1,1419.26,9.0
2015-02-24,3,8.3,-0.6,0.00,18.4,39.2,33018.48,0.0
2015-02-25,3,7.4,-2.4,0.00,10.7,23.8,32852.27,0.0
2015-02-26,0,7.6,-2.9,0.00,12.8,26.6,33848.95,0.0
2015-02-27,3,8.4,-2.1,0.00,11.0,22.3,34064.29,0.0
2015-02-28,3,4.3,-0.1,0.00,14.6,29.2,10289.72,0.0
2015-03-01,53,6.8,-0.2,2.30,22.0,42.5,6913.29,7.0
2015-03-02,53,7.1,2.3,2.40,29.0,73.1,30858.09,6.0
2015-03-03,55,7.4,1.9,2.10,28.6,64.4,31210.81,5.0
2015-03-04,53,6.6,1.1,1.30,23.8,52.9,34746.63,4.0
2015-03-05,51,6.2,-0.6,0.10,19.3,38.9,29638.56,1.0
2015-03-06,51,7.6,-1.2,0.10,15.2,30.6,17848.32,1.0
2015-03-07,3,11.0,0.7,0.00,18.6,38.5,32617.76,0.0
2015-03-08,3,14.7,2.9,0.00,14.0,28.8,36104.98,0.0
2015-03-09,3,11.9,5.0,0.00,13.6,25.6,36150.64,0.0
2015-03-10,3,11.1,2.1,0.00,16.3,29.5,17833.59,0.0
2015-03-11,53,7.5,0.5,1.20,18.4,36.4,9252.79,3.0
2015-03-12,3,4.9,0.6,0.00,13.8,30.6,8048.61,0.0
2015-03-13,3,5.9,-0.3,0.00,12.2,27.0,26757.91,0.0
2015-03-14,51,6.8,2.6,1.10,15.3,30.6,4275.18,8.0
2015-03-15,51,8.4,3.8,0.50,22.5,44.3,21609.12,4.0
2015-03-16,3,13.2,4.6,0.00,29.3,59.8,36572.71,0.0
2015-03-17,3,15.6,5.8,0.00,20.9,45.4,38432.72,0.0
2015-03-18,0,11.2,2.8,0.00,20.0,42.5,38727.01,0.0
2015-03-19,2,11.0,0.2,0.00,12.6,28.8,38927.55,0.0
2015-03-20,3,11.0,1.1,0.00,9.4,21.6,39231.43,0.0
2015-03-21,71,6.1,-1.0,3.60,23.1,46.8,15363.77,12.0
2015-03-22,3,4.6,-2.5,0.00,22.7,44.6,40034.35,0.0
2015-03-23,3,9.1,-2.1,0.00,11.7,27.0,40198.15,0.0
2015-03-24,3,12.6,-1.1,0.00,9.5,21.2,29510.26,0.0
2015-03-25,3,15.2,2.1,0.00,15.6,30.2,40504.05,0.0
2015-03-26,51,9.5,5.7,1.00,15.8,32.8,1813.25,7.0
2015-03-27,51,10.3,4.6,1.10,16.9,41.0,28545.10,6.0
2015-03-28,51,9.4,4.5,0.90,16.3,31.3,32863.30,5.0
2015-03-29,61,11.9,5.9,8.70,32.8,64.1,2450.91,16.0
2015-03-30,55,8.4,3.8,6.20,36.7,83.5,38145.79,16.0
2015-03-31,75,10.1,1.3,11.30,46.0,89.6,27895.30,12.0
2015-04-01,53,7.7,2.0,2.10,34.0,85.0,35785.10,7.0
2015-04-02,73,7.4,0.8,2.60,24.0,55.8,36892.17,11.0
2015-04-03,51,8.7,0.3,0.50,22.1,43.6,40477.62,4.0
2015-04-04,53,8.8,-2.5,1.30,14.0,33.5,42261.74,5.0
2015-04-05,3,9.5,-2.9,0.00,16.2,34.6,43069.05,0.0
2015-04-06,51,8.3,-0.8,0.80,19.5,43.6,39867.35,3.0
2015-04-07,3,11.4,-2.2,0.00,24.5,45.0,39244.41,0.0
2015-04-08,3,10.7,5.6,0.00,17.9,34.6,932.13,0.0
2015-04-09,3,13.2,4.0,0.00,10.7,25.9,24305.01,0.0
2015-04-10,1,18.2,3.2,0.00,8.2,16.2,43624.34,0.0
2015-04-11,3,19.8,5.5,0.00,24.1,39.2,42788.61,0.0
2015-04-12,3,13.4,6.2,0.00,27.8,47.5,40894.99,0.0
2015-04-13,51,10.9,5.2,0.60,32.3,59.8,38109.53,4.0
2015-04-14,3,13.4,2.3,0.00,17.7,39.2,25948.39,0.0
2015-04-15,51,20.4,7.4,0.20,24.2,47.5,44893.66,1.0
2015-04-16,3,13.2,5.1,0.00,18.5,36.0,42779.57,0.0
2015-04-17,51,10.7,2.7,0.20,17.9,39.6,39744.60,2.0
2015-04-18,51,10.8,1.3,0.10,16.6,37.4,44836.09,1.0
2015-04-19,3,13.5,1.5,0.00,11.2,25.6,26410.33,0.0
2015-04-20,3,16.2,3.1,0.00,19.4,37.8,44940.75,0.0
2015-04-21,0,17.9,3.4,0.00,24.0,49.7,47378.70,0.0
2015-04-22,3,11.8,4.0,0.00,14.3,29.2,17624.42,0.0
2015-04-23,1,16.8,2.0,0.00,13.3,33.1,47820.99,0.0
2015-04-24,3,19.0,4.0,0.00,15.0,35.6,46902.38,0.0
2015-04-25,3,21.0,6.7,0.00,17.6,34.6,33268.83,0.0
2015-04-26,61,17.4,8.6,5.30,11.2,35.3,44110.81,8.0
2015-04-27,55,15.2,7.0,4.60,20.6,40.3,18330.51,14.0
2015-04-28,55,9.9,4.5,5.10,18.6,33.1,128.25,8.0
2015-04-29,3,13.4,2.5,0.00,15.7,33.8,47904.79,0.0
2015-04-30,61,16.3,7.0,4.60,15.6,40.7,44238.55,10.0
2015-05-01,61,13.6,6.4,2.90,16.9,38.5,49502.87,4.0
2015-05-02,51,13.4,3.4,0.30,13.4,32.0,49239.83,2.0
2015-05-03,61,18.6,4.1,4.20,17.1,37.4,32838.37,4.0
2015-05-04,61,20.4,12.9,3.20,19.8,41.4,48989.94,4.0
2015-05-05,55,23.5,13.3,1.60,19.5,47.2,28424.96,4.0
2015-05-06,3,19.0,10.5,0.00,16.3,34.2,42063.51,0.0
2015-05-07,51,16.6,8.1,0.20,24.6,52.9,49940.99,1.0
2015-05-08,3,18.1,6.6,0.00,13.6,24.8,49230.65,0.0
2015-05-09,61,21.3,11.2,5.60,14.3,39.6,31633.01,7.0
2015-05-10,3,13.6,8.1,0.00,27.9,54.4,22045.80,0.0
2015-05-11,3,19.6,4.5,0.00,14.7,31.0,45589.50,0.0
2015-05-12,63,26.1,10.6,7.90,27.6,53.3,32787.03,5.0
2015-05-13,3,16.6,8.5,0.00,27.5,53.3,50400.00,0.0
2015-05-14,51,13.2,7.2,0.20,17.5,37.1,16240.96,2.0
2015-05-15,3,15.3,6.8,0.00,12.4,29.2,44199.10,0.0
2015-05-16,51,14.4,4.8,0.60,20.8,41.0,24946.22,3.0
2015-05-17,51,14.6,7.5,0.30,25.2,52.2,49754.23,2.0
2015-05-18,3,19.3,6.3,0.00,11.5,29.2,34385.09,0.0
2015-05-19,51,18.1,9.9,0.30,20.2,42.8,43771.69,2.0
2015-05-20,3,17.0,8.6,0.00,11.3,26.3,21538.53,0.0
2015-05-21,51,16.5,6.4,0.40,12.1,29.5,51357.45,2.0
2015-05-22,3,18.4,6.7,0.00,9.4,25.2,34938.89,0.0
2015-05-23,51,18.9,10.7,0.10,16.7,33.8,47132.86,1.0
2015-05-24,1,19.0,7.7,0.00,7.7,19.1,52179.98,0.0
2015-05-25,51,20.3,10.4,0.20,14.0,30.6,43292.67,1.0
2015-05-26,3,15.8,10.3,0.00,16.9,37.1,48058.39,0.0
2015-05-27,51,14.4,8.1,0.40,20.0,42.5,27358.54,3.0
2015-05-28,53,19.3,7.7,2.00,23.8,54.0,36745.31,6.0
2015-05-29,51,18.4,8.8,0.20,11.3,25.9,37585.06,1.0
2015-05-30,61,16.9,9.5,3.10,24.1,51.8,46408.00,5.0
2015-05-31,3,20.6,7.1,0.00,18.9,40.0,52474.70,0.0
2015-06-01,53,16.4,9.1,2.30,18.3,34.9,0.00,6.0
2015-06-02,51,23.1,8.2,0.20,26.5,52.6,44628.67,2.0
2015-06-03,51,21.3,11.1,0.10,25.9,51.5,43976.56,1.0
2015-06-04,0,20.1,8.1,0.00,13.8,25.2,54280.03,0.0
2015-06-05,3,27.0,11.3,0.00,16.3,36.0,54346.03,0.0
2015-06-06,51,28.3,16.6,0.40,19.2,38.5,52249.40,3.0
2015-06-07,3,22.2,14.9,0.00,13.7,28.4,47179.64,0.0
2015-06-08,3,19.8,12.2,0.00,15.4,31.7,41691.32,0.0
2015-06-09,3,18.1,10.6,0.00,12.7,30.6,39634.09,0.0
2015-06-10,3,19.6,12.2,0.00,10.0,18.7,26056.24,0.0
2015-06-11,51,22.7,10.0,0.20,8.8,19.8,54821.28,1.0
2015-06-12,53,25.7,12.7,1.20,11.0,24.8,50168.09,4.0
2015-06-13,61,30.1,13.7,3.30,14.2,32.8,40169.37,5.0
2015-06-14,51,21.4,15.0,0.10,19.1,40.7,51465.63,1.0
2015-06-15,3,18.6,11.1,0.00,15.8,32.4,53867.29,0.0
2015-06-16,3,14.6,8.1,0.00,13.8,31.7,17109.14,0.0
2015-06-17,53,20.3,7.8,0.50,14.2,30.6,46747.82,1.0
2015-06-18,61,20.7,13.0,4.20,19.0,41.4,30454.32,6.0
2015-06-19,51,17.6,11.2,0.10,21.7,49.0,52821.24,1.0
2015-06-20,53,17.4,10.6,3.10,15.2,40.3,46659.14,10.0
2015-06-21,3,18.0,9.7,0.00,17.2,36.0,26066.26,0.0
2015-06-22,61,18.8,11.9,8.90,17.0,37.4,21880.83,13.0
2015-06-23,61,16.8,11.0,13.50,17.3,41.4,24110.25,19.0
2015-06-24,51,16.1,11.1,0.50,19.6,41.0,2271.90,4.0
2015-06-25,3,21.4,12.3,0.00,12.8,29.9,51155.33,0.0
2015-06-26,53,21.8,12.7,1.50,7.3,26.3,31287.19,7.0
2015-06-27,63,22.9,15.0,4.90,13.7,36.0,31179.31,4.0
2015-06-28,3,21.6,14.0,0.00,17.2,33.5,35172.22,0.0
2015-06-29,51,23.6,14.7,0.50,10.1,27.7,46845.54,2.0
2015-06-30,3,23.9,15.8,0.00,12.1,26.6,53486.46,0.0
2015-07-01,0,25.2,12.8,0.00,12.0,25.9,54707.33,0.0
2015-07-02,0,28.5,16.3,0.00,17.4,37.8,54677.95,0.0
2015-07-03,3,32.5,18.3,0.00,14.8,34.6,53392.03,0.0
2015-07-04,3,35.5,19.8,0.00,11.9,23.8,52077.23,0.0
2015-07-05,51,35.3,23.6,0.60,12.1,21.6,53751.68,2.0
2015-07-06,53,25.8,17.8,1.50,21.3,45.7,48691.36,3.0
2015-07-07,63,31.5,15.7,9.30,15.2,32.0,49147.95,5.0
2015-07-08,51,22.1,16.7,1.50,24.3,58.3,50202.26,8.0
2015-07-09,61,18.3,12.9,3.00,30.5,67.0,40042.86,4.0
2015-07-10,3,18.2,11.4,0.00,29.1,57.2,30058.95,0.0
2015-07-11,3,21.8,9.7,0.00,8.4,24.1,44835.59,0.0
2015-07-12,53,24.9,12.7,4.30,17.4,32.0,20602.98,10.0
2015-07-13,61,19.8,15.0,8.90,19.1,44.6,4097.21,14.0
2015-07-14,61,19.2,14.9,8.40,9.4,33.1,19167.02,10.0
2015-07-15,3,21.4,14.9,0.00,16.3,37.1,41495.63,0.0
2015-07-16,51,24.9,15.3,0.10,12.0,29.5,46595.22,1.0
2015-07-17,3,30.1,16.3,0.00,12.6,36.7,50924.75,0.0
2015-07-18,51,26.3,17.7,0.30,18.0,45.7,52679.86,2.0
2015-07-19,63,22.0,16.0,11.30,15.2,59.0,26400.53,7.0
2015-07-20,51,23.7,15.5,0.20,20.5,43.9,52386.12,1.0
2015-07-21,53,26.8,17.3,2.10,20.3,49.0,50890.18,5.0
2015-07-22,63,28.3,17.2,7.40,11.5,30.6,40300.46,5.0
2015-07-23,63,23.0,16.2,9.60,16.8,31.7,41190.47,5.0
2015-07-24,3,24.4,13.7,0.00,16.7,31.7,46111.45,0.0
2015-07-25,61,27.3,15.6,3.50,36.7,75.6,45899.64,3.0
2015-07-26,3,19.7,13.6,0.00,31.8,70.6,44423.42,0.0
2015-07-27,61,20.7,14.4,4.10,16.8,31.3,23162.52,9.0
2015-07-28,3,20.5,15.0,0.00,25.9,56.5,50483.52,0.0
2015-07-29,51,20.0,14.2,0.40,24.7,50.4,49068.84,2.0
2015-07-30,51,19.2,13.5,0.10,33.0,65.5,37178.50,1.0
2015-07-31,3,18.2,11.8,0.00,19.3,41.8,39243.63,0.0
2015-08-01,3,24.2,9.3,0.00,12.0,27.7,44439.25,0.0
2015-08-02,3,27.9,13.1,0.00,14.9,25.9,50479.37,0.0
2015-08-03,2,30.7,15.1,0.00,10.6,21.6,50384.13,0.0
2015-08-04,3,33.2,18.3,0.00,23.0,44.6,49157.72,0.0
2015-08-05,3,25.9,18.6,0.00,15.2,36.4,43326.50,0.0
2015-08-06,3,33.0,17.4,0.00,12.4,24.1,49803.70,0.0
2015-08-07,2,36.1,19.5,0.00,12.2,22.7,49716.30,0.0
2015-08-08,51,32.6,20.6,0.40,22.1,42.8,49628.86,2.0
2015-08-09,1,27.7,18.0,0.00,16.7,33.1,49540.98,0.0
2015-08-10,2,31.3,17.3,0.00,16.6,32.0,49440.47,0.0
2015-08-11,53,32.9,21.6,0.70,19.2,37.8,49362.26,1.0
2015-08-12,3,28.8,19.3,0.00,18.0,38.9,45637.67,0.0
2015-08-13,3,29.6,18.0,0.00,17.7,38.2,48355.58,0.0
2015-08-14,3,33.5,21.0,0.00,23.0,48.6,49052.30,0.0
2015-08-15,55,29.4,21.3,2.00,16.5,31.3,43199.20,3.0
2015-08-16,61,29.1,19.1,4.30,10.7,28.1,37417.86,7.0
2015-08-17,53,26.7,20.0,2.10,22.7,47.2,35443.75,8.0
2015-08-18,53,20.6,17.0,5.80,14.8,35.6,11376.44,15.0
2015-08-19,3,25.0,16.1,0.00,10.7,26.3,46618.03,0.0
2015-08-20,2,24.6,13.3,0.00,12.6,34.9,46915.79,0.0
2015-08-21,3,25.2,13.1,0.00,11.2,29.2,45922.28,0.0
2015-08-22,3,26.0,13.1,0.00,14.8,33.5,40178.54,0.0
2015-08-23,3,24.4,13.7,0.00,19.8,45.0,45995.08,0.0
2015-08-24,55,26.7,16.7,3.30,18.6,44.3,28572.82,5.0
2015-08-25,63,21.5,16.6,10.90,29.8,57.6,35702.77,9.0
2015-08-26,3,26.1,15.1,0.00,16.7,36.7,44186.04,0.0
2015-08-27,53,27.8,17.5,0.80,16.5,33.8,39600.00,2.0
2015-08-28,61,20.5,13.8,6.40,13.4,30.6,16027.24,7.0
2015-08-29,3,23.6,12.6,0.00,6.6,18.7,44279.77,0.0
2015-08-30,3,29.3,15.1,0.00,10.9,23.0,43885.12,0.0
2015-08-31,3,33.5,18.2,0.00,8.7,28.4,42670.00,0.0
2015-09-01,55,27.6,15.8,3.00,19.7,38.2,40533.25,5.0
2015-09-02,3,20.9,13.3,0.00,16.8,37.4,42090.31,0.0
2015-09-03,61,20.4,12.6,7.00,12.2,41.4,33719.06,6.0
2015-09-04,53,19.1,11.6,2.00,12.6,37.4,39600.00,5.0
2015-09-05,61,18.5,11.8,2.80,27.0,70.6,35104.42,7.0
2015-09-06,61,15.9,11.5,6.30,29.6,63.7,16617.00,12.0
2015-09-07,3,17.5,10.6,0.00,18.7,39.6,43200.00,0.0
2015-09-08,51,19.3,9.0,0.10,18.9,40.7,40990.27,1.0
2015-09-09,51,17.3,8.3,1.30,15.6,35.3,40136.19,7.0
2015-09-10,53,18.8,9.1,3.30,17.3,44.3,40429.16,6.0
2015-09-11,55,18.4,11.2,3.80,19.1,36.0,24382.98,11.0
2015-09-12,2,21.8,10.6,0.00,15.5,29.9,42522.66,0.0
2015-09-13,51,24.2,14.3,1.00,17.3,33.8,36297.97,4.0
2015-09-14,53,22.7,16.0,3.00,19.4,36.0,22302.32,5.0
2015-09-15,51,20.7,12.7,0.40,20.3,52.9,31435.41,1.0
2015-09-16,3,24.3,10.6,0.00,18.3,39.2,23994.80,0.0
2015-09-17,61,24.4,14.4,6.80,22.0,40.0,28207.50,9.0
2015-09-18,3,19.3,12.7,0.00,21.5,40.0,37608.72,0.0
2015-09-19,61,20.0,10.7,2.40,12.5,37.8,38256.41,3.0
2015-09-20,51,15.4,10.4,0.60,20.9,45.0,29964.00,3.0
2015-09-21,3,16.4,9.5,0.00,15.8,31.3,29895.05,0.0
2015-09-22,53,20.1,12.4,0.80,18.4,38.9,24500.85,3.0
2015-09-23,51,16.3,10.4,1.10,11.4,24.5,10915.85,4.0
2015-09-24,3,18.4,8.0,0.00,15.2,31.0,33992.07,0.0
2015-09-25,3,17.7,11.0,0.00,10.7,24.5,36880.63,0.0
2015-09-26,3,16.9,9.4,0.00,13.2,26.6,35790.38,0.0
2015-09-27,3,16.2,7.0,0.00,11.4,27.4,35483.25,0.0
2015-09-28,3,17.5,6.2,0.00,11.7,25.9,37038.47,0.0
2015-09-29,2,16.4,7.3,0.00,15.5,32.0,36319.49,0.0
2015-09-30,3,15.7,7.3,0.00,11.8,26.3,33650.91,0.0
2015-10-01,3,15.8,5.1,0.00,7.9,17.3,36427.58,0.0
2015-10-02,2,17.3,6.6,0.00,8.3,16.9,36401.13,0.0
2015-10-03,3,19.0,4.5,0.00,11.1,26.6,36383.54,0.0
2015-10-04,3,19.4,8.9,0.00,14.1,27.7,33861.68,0.0
2015-10-05,3,18.6,8.3,0.00,14.5,23.4,36046.73,0.0
2015-10-06,3,17.8,11.0,0.00,20.5,40.0,8105.28,0.0
2015-10-07,55,15.5,9.8,7.30,25.0,47.9,106.27,12.0
2015-10-08,55,9.5,7.7,14.50,13.8,29.2,0.00,24.0
2015-10-09,53,11.5,6.5,3.70,13.1,25.6,30464.44,9.0
2015-10-10,2,10.3,3.8,0.00,17.9,36.7,35402.45,0.0
2015-10-11,0,8.9,2.3,0.00,19.4,43.9,35260.57,0.0
2015-10-12,3,8.1,0.9,0.00,17.3,34.6,35118.54,0.0
2015-10-13,3,6.1,2.5,0.00,12.2,26.3,39.74,0.0
2015-10-14,61,6.6,3.8,11.20,18.6,38.9,0.00,17.0
2015-10-15,61,7.5,6.4,7.70,19.4,37.8,0.00,9.0
2015-10-16,61,8.0,6.8,14.80,11.3,20.5,0.00,15.0
2015-10-17,61,9.8,7.4,6.50,10.6,20.5,0.00,7.0
2015-10-18,51,10.1,6.9,0.20,10.5,20.2,338.34,1.0
2015-10-19,53,8.6,7.0,3.70,10.9,21.2,0.00,11.0
2015-10-20,51,10.4,8.2,1.40,11.7,25.2,1507.51,7.0
2015-10-21,51,11.3,6.2,0.30,14.3,29.5,16643.11,2.0
2015-10-22,51,11.1,6.6,0.50,16.6,31.0,7944.18,3.0
2015-10-23,3,13.4,9.4,0.00,23.4,47.5,20845.99,0.0
2015-10-24,3,13.9,6.8,0.00,12.2,27.0,30435.22,0.0
2015-10-25,3,12.9,5.7,0.00,18.1,37.4,10428.65,0.0
2015-10-26,3,10.7,3.2,0.00,14.2,22.0,25464.88,0.0
2015-10-27,2,13.2,4.2,0.00,15.2,29.9,30675.67,0.0
2015-10-28,3,11.7,5.4,0.00,15.9,33.1,29968.49,0.0
2015-10-29,3,10.5,4.5,0.00,9.4,15.5,22166.96,0.0
2015-10-30,3,10.4,7.5,0.00,10.0,15.8,0.00,0.0
2015-10-31,3,14.3,7.1,0.00,14.6,30.2,29748.35,0.0
2015-11-01,3,14.3,5.5,0.00,12.9,23.0,29373.00,0.0
2015-11-02,1,11.2,1.7,0.00,8.0,14.4,29154.66,0.0
2015-11-03,3,9.4,-0.1,0.00,6.7,15.5,28913.92,0.0
2015-11-04,3,5.7,0.3,0.00,6.5,13.3,5969.87,0.0
2015-11-05,51,12.2,3.4,2.30,7.9,13.7,24066.19,8.0
